JW_ID	Locustag K-12	Locustag MG1655	Gene name K-12	Locus name K-12	Synonyms of locus names K-12	Solubility(%)	yield_new(uM)	yield_new(ug/ml)	calculated MW(kDa)	calculated pI	Type of gene product	Gene product description	Cell location	Structure (PDB) id	SCOP assignment
JW0180	ECK0184	b0185	accA	accA		29 	3.1 	109 	35.2 	6.7 	e	"acetylCoA carboxylase, carboxytransferase, alpha subunit"	Cytoplasmic		52096; ClpP/crotonase
JW0181	ECK0185	b0186	ldcC	ldcC	ldc -!- ldcH	6 	0.4 	31 	80.5 	5.6 	e	"lysine decarboxylase 2, constitutive"	Cytoplasmic		53383; PLP-dependent transferases -!- 55904; Ornithine decarboxylase C-terminal domain
JW0182	ECK0186	b0187	yaeR	yaeR		82 	1.5 	22 	14.7 	6.1 	pe	predicted lyase	Cytoplasmic		54593; Glyoxalase/Bleomycin resistance protein/Dihydroxybiphenyl dioxygenase
JW0183	ECK0187	b0188	tilS	tilS	mesJ -!- yaeN	33 	0.7 	34 	48.2 	7.3 	e	tRNA(Ile)-lysidine synthetase	Cytoplasmic		52402; Adenine nucleotide alpha hydrolases
JW0184	ECK0188	b0189	rof	rof	yaeO -!- mesJ	114 	2.7 	25 	9.5 	5.8 	f	modulator of Rho-dependent transcription termination	Cytoplasmic		
JW0185	ECK0189	b4406	yaeP	yaeP		109 	2.0 	15 	7.2 	6.1 	o	conserved protein	Cytoplasmic		
JW0186	ECK0190	b0190	yaeQ	yaeQ		77 	0.9 	18 	20.8 	6.1 	o	conserved protein	Cytoplasmic		
JW0187	ECK0191	b0191	yaeJ	yaeJ		109 	0.8 	12 	15.6 	11.4 	d	conserved protein	Cytoplasmic		
JW0188	ECK0192	b0192	nlpE	nlpE	cutF	113 	0.1 	3 	25.8 	5.9 	lp	lipoprotein involved with copper homeostasis and adhesion	Outer Membrane Lipoprotein		
JW5016	ECK0193	b0193	yaeF	yaeF	yaeK	51 	1.4 	43 	29.9 	8.5 	lp	predicted lipoprotein	Outer Membrane Lipoprotein		
JW0190	ECK0194	b0194	proS	proS	drp -!- drpA	17 	0.5 	29 	63.6 	5.3 	e	prolyl-tRNA synthetase	Cytoplasmic		52954; Anticodon-binding domain of Class II aaRS -!- 55681; Class II aaRS and biotin synthetases -!- 55826; Hypothetical protein HI1434 (YbaK homologue)
JW0191	ECK0195	b0195	yaeB	yaeB		86 	2.2 	58 	26.3 	8.9 	o	conserved protein	Cytoplasmic		
JW0192	ECK0196	b0196	rcsF	rcsF		82 	0.9 	13 	14.2 	9.7 	pr	"predicted outer membrane protein, signal"	Outer Membrane Lipoprotein		
JW0193	ECK0197	b0197	metQ	metQ	yaeC -!- metD	86 	3.6 	104 	29.4 	6.1 	t	DL-methionine transporter subunit -!- periplasmic-binding component of ABC superfamily	Membrane Lipoprotein		53850; Periplasmic binding protein-like II
JW0195	ECK0199	b0199	metN	metN	abc -!- metD	23 	1.9 	73 	37.7 	6.5 	t	DL-methionine transporter subunit -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0196	ECK0200	b0200	gmhB	gmhB	yaeD -!- gmbC -!- gmbX -!- wcbN	93 	2.6 	56 	21.3 	5.8 	e	"D,D-heptose 1,7-bisphosphate phosphatase"	Cytoplasmic		56784; HAD-like
JW0197	ECK0207	b0207	dkgB	dkgB	yafB	79 	0.4 	12 	29.4 	6.3 	e	"2,5-diketo-D-gluconate reductase B"	Cytoplasmic		51430; NAD(P)-linked oxidoreductase
JW0198	ECK0208	b0208	yafC	yafC		8 	1.5 	50 	33.7 	8.0 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix -!- 53850; Periplasmic binding protein-like II
JW5017	ECK0209	b0209	yafD	yafD		10 	1.0 	30 	30.0 	10.2 	d	conserved protein	Cytoplasmic		56219; DNase I-like
JW5018	ECK0211	b0211	mltD	mltD	dniR -!- yafG	29 	1.8 	86 	49.4 	10.4 	pe	predicted membrane-bound lytic murein transglycosylase D	Outer Membrane Lipoprotein		53955; Lysozyme-like -!- 54106; LysM domain
JW0202	ECK0212	b0212	gloB	gloB	yafR	80 	0.4 	11 	28.4 	6.1 	pe	predicted hydroxyacylglutathione hydrolase	Cytoplasmic		56281; Metallo-hydrolase/oxidoreductase
JW0204	ECK0214	b0214	rnhA	rnhA	cer -!- dasF -!- herA -!- rnh -!- sdrA -!- sin	73 	2.3 	40 	17.6 	8.7 	e	"ribonuclease HI, degrades RNA of DNA-RNA hybrids"	Cytoplasmic	1RCH	53098; Ribonuclease H-like
JW0205	ECK0215	b0215	dnaQ	dnaQ	mutD	13 	1.7 	46 	27.1 	6.3 	e	DNA polymerase III epsilon subunit	Cytoplasmic		53098; Ribonuclease H-like
JW0206	ECK0217	b0217	yafT	yafT		61 	0.5 	13 	29.6 	7.5 	pe	predicted aminopeptidase	Outer Membrane Lipoprotein		
JW5019	ECK0220	b0219	yafV	yafV		44 	1.8 	53 	28.9 	6.8 	pe	"predicted C-N hydrolase family amidase, NAD(P)-binding"	Cytoplasmic		56317; Nitrilase/N-carbamoyl-D-aminoacid amidohydrolase
JW0210	ECK0221	b0220	ivy	ivy	ykfE -!- up18	27 	1.3 	23 	16.9 	7.8 	pr	inhibitor of vertebrate C-lysozyme	Periplasmic	1GPQ	
JW0212	ECK0223	b0222	lpcA	lpcA	gmhA -!- yafI -!- tfrA	92 	1.9 	40 	20.8 	6.8 	e	D-sedoheptulose 7-phosphate isomerase	Cytoplasmic		53697; SIS domain
JW0213	ECK0224	b0223	yafJ	yafJ		33 	2.0 	56 	28.6 	8.1 	pe	predicted amidotransfease	Cytoplasmic		56235; N-terminal nucleophile aminohydrolases (Ntn hydrolases)
JW0214	ECK0225	b0224	yafK	yafK		26 	1.0 	27 	28.0 	9.6 	o	conserved protein	Periplasmic		
JW0215	ECK0226	b0225	yafQ	yafQ		107 	0.4 	4 	10.8 	10.2 	pf	predicted toxin of the YafQ-DinJ toxin-antitoxin system	Cytoplasmic		
JW0216	ECK0227	b0226	dinJ	dinJ	yebG	83 	3.8 	36 	9.4 	7.4 	pf	predicted antitoxin of YafQ-DinJ toxin-antitoxin system	Cytoplasmic		
JW0217	ECK0228	b0227	yafL	yafL		35 	0.3 	10 	28.8 	10.2 	lp	predicted lipoprotein and C40 family peptidase	Periplasmic		
JW0218	ECK0229	b0228	yafM	yafM		47 	0.3 	7 	20.0 	10.1 	o	conserved protein	Cytoplasmic		
JW5812	ECK0231	b0230	mbhA	mbhA		74 	3.4 	94 	27.9 	9.5 	su	"flagellar system protein, promoterless fragment (pseudogene)"	Cytoplasmic		
JW5811	ECK0230	b0229	fhiA	fhiA		9 	0.9 	58 	62.1 	6.4 	su	"flagellar system protein, promoterless fragment (pseudogene)"	Integral Membrane Protein		
JW0221	ECK0232	b0231	dinB	dinB	dinB -!- dinP	26 	1.0 	41 	39.5 	9.7 	e	DNA polymerase IV	Cytoplasmic		56672; DNA/RNA polymerases
JW0223	ECK0234	b0233	yafO	yafO		16 	1.1 	17 	15.5 	8.5 	pf	predicted toxin of the YafO-YafN toxin-antitoxin system	Cytoplasmic		
JW0224	ECK0235	b0234	yafP	yafP		77 	1.7 	30 	17.5 	9.9 	pe	predicted acyltransferase with acyl-CoA N-acyltransferase domain	Cytoplasmic		55729; Acyl-CoA N-acyltransferases (Nat)
JW0227	ECK0238	b0237	pepD	pepD	pepH	88 	0.4 	23 	52.9 	5.5 	e	aminoacyl-histidine dipeptidase (peptidase D)	Cytoplasmic		53187; Zn-dependent exopeptidases
JW0229	ECK0240	b0239	frsA	frsA	yafA	13 	1.0 	49 	47.0 	7.1 	r	"hydrolase, binds to enzyme IIA(Glc)"	Cytoplasmic		53474; alpha/beta-Hydrolases
JW0230	ECK0241	b0240	crl	crl		87 	2.2 	34 	15.6 	7.7 	r	DNA-binding transcriptional regulator	Cytoplasmic		
JW0231	ECK0242	b0241	phoE	phoE	ompE	3 	2.8 	107 	38.9 	5.6 	t	outer membrane phosphoporin protein E	Outer Membrane B-barrel protein	1PHO	56935; Porins
JW0232	ECK0243	b0242	proB	proB	pro2 -!- pro(2)	88 	1.2 	48 	39.0 	6.7 	e	gamma-glutamate kinase	Cytoplasmic		53633; Carbamate kinase-like
JW0233	ECK0244	b0243	proA	proA	proL -!- pro1 -!- pro(1)	119 	1.7 	75 	44.6 	6.0 	e	gamma-glutamylphosphate reductase	Cytoplasmic		53720; ALDH-like
JW0234	ECK0246	b0245	ykfI	ykfI		29 	2.8 	36 	12.9 	10.0 	h	CP4-6 prophage; toxin of the YkfI-YafW toxin-antitoxin system	Cytoplasmic		
JW0235	ECK0247	b0246	yafW	yafW		14 	2.4 	29 	11.9 	7.3 	h	CP4-6 prophage; antitoxin of the YkfI-YafW toxin-antitoxin system	Cytoplasmic		
JW0236	ECK0249	b0247	ykfG	ykfG		28 	1.5 	26 	18.1 	9.9 	h	CP4-6 prophage; predicted DNA repair protein	Cytoplasmic		
JW5022	ECK0250	b0248	yafX	yafX		94 	3.1 	54 	17.4 	5.5 	h	CP4-6 prophage; predicted protein	Cytoplasmic		
JW5023	ECK0251	b0249	ykfF	ykfF		87 	3.7 	33 	9.0 	10.4 	h	CP4-6 prophage; predicted protein	Cytoplasmic		
JW0239	ECK0252	b0250	ykfB	ykfB		60 	3.3 	56 	17.0 	5.6 	h	CP4-6 prophage; predicted protein	Periplasmic		
JW0240	ECK0253	b0251	yafY	yafY		27 	0.8 	28 	33.0 	8.2 	h	CP4-6 prophage; predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix
JW0242	ECK0254	b0252	yafZ	yafZ		9 	1.7 	53 	31.0 	9.9 	h	CP4-6 prophage; conserved protein	Cytoplasmic		
JW0243	ECK0255	b0253	ykfA	ykfA		32 	0.6 	21 	31.9 	8.1 	h	CP4-6 prophage; predicted GTP-binding protein	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0244	ECK0256	b0254	perR	perR	katC	10 	0.9 	30 	33.6 	6.8 	h	CP4-6 prophage; predicted DNA-binding transcriptional regulator	Cytoplasmic		46785; Winged helix -!- 53850; Periplasmic binding protein-like II
JW0247	ECK0259	b0257	insO	insO-1		13 	1.9 	31 	15.8 	10.1 	h	"CP4-6 prophage; partial transposase of insertion element IS911A, interrupted by insertion of IS30 element."	Cytoplasmic		53098; Ribonuclease H-like
JW5813	ECK0260	b0258	ykfC	ykfC		21 	1.5 	64 	43.7 	10.8 	h	CP4-6 prophage; conserved protein	Cytoplasmic		56672; DNA/RNA polymerases
JW0253	ECK0263	b0261	mmuM	mmuM	yagD	98 	0.4 	13 	33.4 	5.9 	h	CP4-6 prophage; S-methylmethionine:homocysteine methyltransferase	Cytoplasmic		
JW0254	ECK0264	b0262	afuC	afuC	yagC	42 	1.7 	65 	39.0 	6.4 	h	CP4-6 prophage; predicted ferric transporter subunit -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0255	ECK0265	b0263	afuB	afuB		31 	2.1 	28 	13.1 	9.7 	h	CP4-6 prophage; predicted ferric trasnporter subunit -!- membrane component of ABC superfamily	Integral Membrane Protein		
JW0258	ECK0266	b4505	ykgN	ykgN		12 	3.2 	40 	12.8 	8.8 	ph	predicted IS protein	Cytoplasmic		46689; Homeodomain-like
JW0259	ECK0267	b0266	yagB	yagB		6 	5.1 	67 	13.2 	8.1 	h	CP4-6 prophage; conserved protein	Cytoplasmic		
JW0260	ECK0268	b0267	yagA	yagA		2 	0.6 	27 	43.7 	9.8 	h	CP4-6 prophage; predicted DNA-binding transcriptional regulator	Cytoplasmic		46689; Homeodomain-like -!- 53098; Ribonuclease H-like
JW0261	ECK0269	b0268	yagE	yagE		51 	1.9 	63 	33.3 	6.5 	h	CP4-6 prophage; predicted lyase/synthase	Cytoplasmic		51569; Aldolase
JW0266	ECK0274	b0273	argF	argF	Arg5 -!- argD	9 	2.0 	72 	36.8 	6.2 	h	"CP4-6 prophage; ornithine carbamoyltransferase 2, chain F"	Cytoplasmic		53671; Aspartate/ornithine carbamoyltransferase
JW0271	ECK0276	b0277	yagK	yagK		94 	2.3 	55 	24.5 	7.9 	h	CP4-6 prophage; conserved protein	Cytoplasmic		
JW0272	ECK0277	b0278	yagL	yagL		14 	1.1 	29 	27.3 	9.9 	h	CP4-6 prophage; DNA-binding protein	Cytoplasmic		46689; Homeodomain-like -!- 53041; Resolvase-like
JW0273	ECK0278	b0279	yagM	yagM		21 	0.4 	12 	32.7 	8.7 	h	CP4-6 prophage; predicted protein	Cytoplasmic		
JW0276	ECK0281	b0282	yagP	yagP		19 	1.3 	20 	15.4 	9.2 	pr	predicted transcriptional regulator	Cytoplasmic		53850; Periplasmic binding protein-like II
JW0277	ECK0282	b0283	yagQ	yagQ		16 	0.5 	19 	34.9 	7.0 	o	conserved protein	Cytoplasmic		
JW0278	ECK0283	b0284	yagR	yagR		28 	0.5 	37 	78.0 	6.2 	pe	predicted oxidoreductase with molybdenum-binding domain	Periplasmic		54665; CO dehydrogenase molybdoprotein N-domain-like -!- 56003; Molybdemum cofactor-binding domain
JW0279	ECK0284	b0285	yagS	yagS		15 	0.7 	24 	33.8 	9.4 	pe	predicted oxidoreductase with FAD-binding domain	Membrane Anchored		55447; CO dehydrogenase flavoprotein C-terminal domain-like -!- 56176; FAD-binding domain
JW0280	ECK0285	b0286	yagT	yagT		89 	3.1 	74 	24.3 	6.2 	pe	"predicted xanthine dehydrogenase, 2Fe-2S subunit"	Cytoplasmic		54292; 2Fe-2S ferredoxin-like
JW0281	ECK0286	b0287	yagU	yagU		44 	0.2 	4 	22.9 	7.7 	pm	conserved inner membrane protein	Integral Membrane Protein		
JW0282	ECK0287	b0288	ykgJ	ykgJ		33 	1.7 	20 	11.8 	8.3 	pc	predicted ferredoxin	Periplasmic		
JW5030	ECK0288	b0289	yagV	yagV		18 	2.2 	59 	26.6 	10.0 	d	conserved protein	Periplasmic		49354; PapD-like
JW0284	ECK0289	b0290	yagW	yagW		2 	0.8 	46 	59.9 	5.9 	pr	predicted receptor	Periplasmic		
JW0286	ECK0291	b0292	yagY	yagY		26 	1.1 	28 	24.5 	10.0 	o	predicted protein	Periplasmic		
JW0287	ECK0292	b0293	yagZ	yagZ		35 	2.0 	40 	20.1 	6.4 	o	conserved protein	Periplasmic		
JW5035	ECK0296	b0296	ykgM	ykgM		72 	4.5 	44 	9.9 	10.0 	ps	predicted ribosomal protein	Cytoplasmic		
JW0291	ECK0297	b0297	eaeH	eaeH		5 	2.1 	70 	33.1 	8.8 	f	"attaching and effacing protein, pathogenesis factor"	Membrane Anchored		
JW5037	ECK0300	b0300	ykgA	ykgA		14 	1.4 	37 	27.0 	9.1 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46689; Homeodomain-like -!- 55136; Probable bacterial effector-binding domain
JW5040	ECK0303	b0304	ykgC	ykgC		47 	0.6 	30 	48.2 	6.5 	pe	predicted oxidoreductase with FAD/NAD(P)-binding domain and dimerization domain	Cytoplasmic		"51905; FAD/NAD(P)-binding domain -!- 55424; FAD/NAD-linked reductases, dimerisation (C-terminal) domain"
JW0298	ECK0304	b0305	ykgD	ykgD		14 	1.5 	47 	31.4 	7.6 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		46689; Homeodomain-like -!- 51182; RmlC-like
JW5041	ECK0305	b0306	ykgE	ykgE		10 	2.2 	58 	26.0 	7.8 	pe	predicted oxidoreductase	Cytoplasmic		
JW5042	ECK0307	b0308	ykgG	ykgG		81 	3.0 	75 	25.2 	5.7 	pt	predicted transporter	Cytoplasmic		
JW0303	ECK0309	b0311	betA	betA		9 	1.2 	75 	61.8 	5.8 	e	"choline dehydrogenase, a flavoprotein"	Cytoplasmic		"51905; FAD/NAD(P)-binding domain -!- 54373; FAD-linked reductases, C-terminal domain"
JW0304	ECK0310	b0312	betB	betB		34 	1.7 	89 	52.8 	5.6 	e	"betaine aldehyde dehydrogenase, NAD-dependent"	Cytoplasmic		53720; ALDH-like
JW0305	ECK0311	b0313	betI	betI		19 	1.4 	31 	21.8 	10.9 	r	DNA-binding transcriptional repressor	Cytoplasmic		46689; Homeodomain-like
JW0307	ECK0313	b0315	yahA	yahA		26 	1.1 	44 	40.7 	6.4 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		"46894; C-terminal, effector domain of the bipartite response regulators"
JW0308	ECK0314	b0316	yahB	yahB		2 	1.8 	64 	34.8 	7.6 	pr	predicted DNA-bindng transcriptional regulator	Periplasmic		46785; Winged helix -!- 53850; Periplasmic binding protein-like II
JW0310	ECK0316	b0318	yahD	yahD		33 	3.1 	67 	21.7 	6.3 	pr	predicted transcriptional regulator with ankyrin domain	Cytoplasmic		48403; Ankyrin repeat
JW0311	ECK0317	b0319	yahE	yahE		6 	1.5 	48 	32.2 	6.7 	o	predicted protein	Cytoplasmic		
JW0313	ECK0319	b0321	yahG	yahG		31 	0.8 	39 	50.3 	5.3 	o	conserved protein	Cytoplasmic		
JW0315	ECK0321	b0323	yahI	yahI		83 	1.6 	54 	33.9 	6.4 	pe	predicted carbamate kinase-like protein	Cytoplasmic		53633; Carbamate kinase-like
JW0316	ECK0322	b0324	yahJ	yahJ		12 	1.3 	65 	50.5 	6.5 	pe	predicted deaminase with metallo-dependent hydrolase domain	Periplasmic		51338; Composite domain of metallo-dependent hydrolases
JW0317	ECK0323	b0325	yahK	yahK		74 	2.3 	89 	37.9 	6.2 	pe	"predicted oxidoreductase, Zn-dependent and NAD(P)-binding"	Cytoplasmic		50129; GroES-like -!- 51735; NAD(P)-binding Rossmann-fold domains
JW0320	ECK0326	b0328	yahN	yahN		45 	0.2 	6 	24.8 	10.9 	t	neutral amino-acid efflux system	Integral Membrane Protein		
JW0321	ECK0327	b0329	yahO	yahO		86 	0.6 	6 	9.9 	8.2 	o	predicted protein	Periplasmic		
JW0322	ECK0328	b0330	prpR	prpR	yahP	15 	0.4 	22 	58.6 	8.6 	r	DNA-binding transcriptional regulator	Cytoplasmic		48283; FIS-like -!- 52540; P-loop containing nucleotide triphosphate hydrolases
JW0323	ECK0329	b0331	prpB	prpB	yahQ	34 	0.7 	23 	32.1 	6.2 	e	2-methylisocitrate lyase	Cytoplasmic		51621; Phosphoenolpyruvate/pyruvate domain
JW0324	ECK0330	b0333	prpC	prpC	yahS -!- yzzD	93 	1.2 	52 	43.1 	7.2 	e	2-methylcitrate synthase	Cytoplasmic		48256; Citrate synthase
JW0325	ECK0331	b0334	prpD	prpD	acnC -!- yahT	10 	0.7 	36 	53.9 	6.2 	e	2-methylcitrate dehydratase	Cytoplasmic	1SZQ	
JW0326	ECK0332	b0335	prpE	prpE	yahU	14 	0.5 	32 	69.3 	6.0 	pe	predicted propionyl-CoA synthetase with ATPase domain	Cytoplasmic		56801; Firefly luciferase-like
JW0328	ECK0334	b0337	codA	codA		11 	1.6 	74 	47.5 	6.1 	e	cytosine deaminase	Cytoplasmic	1K70	51338; Composite domain of metallo-dependent hydrolases -!- 51556; Metallo-dependent hydrolases
JW0330	ECK0336	b0339	cynT	cynT		47 	1.0 	25 	23.7 	7.8 	e	carbonic anhydrase	Cytoplasmic		"53056; beta-carbonic anhydrase, cab"
JW0331	ECK0337	b0340	cynS	cynS	cnt -!- cyaN	52 	2.1 	36 	17.0 	6.5 	e	cyanate aminohydrolase	Cytoplasmic	1DW9	47413; lambda repressor-like DNA-binding domains -!- 55234; Cyanase C-terminal domain
JW0335	ECK0341	b0344	lacZ	lacZ		42 	0.1 	8 	116.3 	5.4 	e	beta-D-galactosidase	Cytoplasmic	1JZ2	49303; beta-Galactosidase/glucuronidase domain -!- 49785; Galactose-binding domain-like -!- 51445; (Trans)glycosidases
JW0336	ECK0342	b0345	lacI	lacI		32 	0.5 	21 	38.6 	7.3 	r	DNA-binding transcriptional repressor	Cytoplasmic	1LBI	47413; lambda repressor-like DNA-binding domains -!- 53822; Periplasmic binding protein-like I
JW0337	ECK0343	b0346	mhpR	mhpR		5 	2.0 	69 	35.5 	9.1 	r	"DNA-binding transcriptional activator, 3HPP-binding"	Cytoplasmic		46785; Winged helix
JW0338	ECK0344	b0347	mhpA	mhpA		7 	0.3 	21 	62.1 	8.0 	e	3-(3-hydroxyphenyl)propionate hydroxylase	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains -!- 51905; FAD/NAD(P)-binding domain
JW0339	ECK0345	b0348	mhpB	mhpB		8 	2.0 	70 	34.2 	6.0 	e	"2,3-dihydroxyphenylpropionate 1,2-dioxygenase"	Cytoplasmic		53213; LigB subunit of an aromatic-ring-opening dioxygenase LigAB
JW0340	ECK0346	b0349	mhpC	mhpC		17 	1.7 	55 	32.6 	7.0 	e	"2-hydroxy-6-ketonona-2,4-dienedioic acid hydrolase"	Cytoplasmic		53474; alpha/beta-Hydrolases
JW0341	ECK0347	b0350	mhpD	mhpD	mhpS	75 	1.8 	53 	28.9 	6.0 	e	2-keto-4-pentenoate hydratase	Cytoplasmic	1SV6	56529; FAH
JW0342	ECK0348	b0351	mhpF	mhpF		58 	1.4 	47 	33.4 	6.1 	e	"acetaldehyde-CoA dehydrogenase II, NAD-binding"	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW0343	ECK0349	b0352	mhpE	mhpE		10 	1.7 	62 	36.4 	6.2 	e	"4-hyroxy-2-oxovalerate/4-hydroxy-2-oxopentanoic acid aldolase, class I"	Cytoplasmic		51366; Ribulose-phoshate binding barrel
JW0345	ECK0351	b0354	yaiL	yaiL		81 	2.6 	52 	19.9 	9.3 	e	nucleoprotein/polynucleotide-associated enzyme	Cytoplasmic		
JW0346	ECK0352	b0355	frmB	frmB	yaiM	6 	1.2 	36 	31.4 	6.4 	pe	predicted esterase	Cytoplasmic		53474; alpha/beta-Hydrolases
JW0347	ECK0353	b0356	frmA	frmA	adhC	71 	2.3 	90 	39.3 	6.4 	e	alcohol dehydrogenase class III/glutathione-dependent formaldehyde dehydrogenase	Cytoplasmic		50129; GroES-like -!- 51735; NAD(P)-binding Rossmann-fold domains
JW0348	ECK0354	b0357	frmR	frmR	yaiN	92 	4.4 	45 	10.3 	7.8 	r	regulator protein that represses frmRAB operon	Cytoplasmic		
JW0349	ECK0355	b0358	yaiO	yaiO		6 	2.5 	73 	29.0 	8.7 	o	predicted protein	Periplasmic		
JW0350	ECK0356	b0359	yaiX	yaiX		37 	5.5 	42 	7.7 	10.7 	su	predicted acyl transferase (pseudogene)	Cytoplasmic		51161; Trimeric LpxA-like enzymes
JW0355	ECK0360	b0363	yaiP	yaiP		39 	0.1 	5 	44.7 	9.3 	pe	predicted glucosyltransferase	Integral Membrane Protein		53448; Nucleotide-diphospho-sugar transferases
JW0356	ECK0361	b0364	yaiS	yaiS		88 	0.3 	5 	20.5 	7.1 	o	conserved protein	Cytoplasmic		
JW5049	ECK0367	b0370	ykiB	ykiB		90 	1.2 	11 	8.9 	10.7 	o	predicted protein	Cytoplasmic		
JW0358	ECK0363	b0366	tauB	tauB	ssiB -!- yaiQ	10 	2.3 	64 	28.3 	8.0 	t	taurine transporter subunit -!- ATP-binding component of ABC superfamily	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0359	ECK0364	b0367	tauC	tauC	ssiC -!- yaiJ	10 	1.0 	29 	29.8 	11.3 	t	taurine transporter subunit -!- membrane component of ABC superfamily	Integral Membrane Protein		
JW0360	ECK0365	b0368	tauD	tauD	ssiD -!- yaiG	39 	2.0 	66 	32.4 	6.8 	e	"taurine dioxygenase, 2-oxoglutarate-dependent"	Cytoplasmic		51197; Clavaminate synthase-like
JW0361	ECK0366	b0369	hemB	hemB	ncf	7 	2.1 	75 	35.6 	5.9 	e	porphobilinogen synthase	Cytoplasmic		51569; Aldolase
JW0362	ECK0368	b0371	yaiT	yaiT	yaiU	55 	1.0 	55 	52.8 	4.0 	o	predicted protein	Periplasmic		
JW5051	ECK0369	b0374	yaiU	yaiU	yaiT	101 	1.9 	93 	50.2 	4.1 	o	predicted protein	Outer Membrane B-barrel protein		56935; Porins
JW0366	ECK0370	b0375	yaiV	yaiV		52 	0.5 	13 	25.5 	8.6 	pr	predicted DNA-binding transcriptional regulator	Cytoplasmic		51206; cAMP-binding domain-like
JW5052	ECK0371	b0376	ampH	ampH	yaiH	41 	0.3 	13 	41.8 	10.0 	e	beta-lactamase/D-alanine carboxypeptidase	Periplasmic		56601; beta-Lactamase/D-ala carboxypeptidase
JW0369	ECK0373	b0378	yaiW	yaiW		10 	2.4 	98 	40.4 	10.1 	pr	predicted DNA-binding transcriptional regulator	Outer Membrane Lipoprotein		
JW0370	ECK0374	b0379	yaiY	yaiY		40 	4.4 	50 	11.4 	10.6 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW5053	ECK0375	b0380	yaiZ	yaiZ		72 	5.6 	45 	8.1 	9.9 	pm	predicted inner membrane protein	Integral Membrane Protein		
JW0372	ECK0376	b0381	ddlA	ddlA		92 	3.2 	125 	39.3 	5.5 	e	D-alanine-D-alanine ligase A	Cytoplasmic		52440; Biotin carboxylase N-terminal domain-like -!- 56059; Glutathione synthetase ATP-binding domain-like
JW0373	ECK0377	b0382	yaiB	yaiB		84 	1.4 	14 	9.9 	6.2 	o	predicted protein	Cytoplasmic		
JW0374	ECK0378	b0383	phoA	phoA	psiA	78 	0.9 	46 	49.4 	6.3 	e	alkaline phosphatase	Periplasmic	1EW9	53649; Alkaline phosphatase-like
JW5054	ECK0379	b0384	psiF	psiF		44 	2.0 	23 	11.7 	10.4 	o	conserved protein	Periplasmic		
JW0376	ECK0380	b0385	yaiC	yaiC		23 	1.2 	50 	41.5 	10.1 	pr	predicted diguanylate cyclase	Integral Membrane Protein		
JW0377	ECK0381	b0386	proC	proC	Pro2 -!- pro3 -!- pro(3)	100 	4.2 	119 	28.1 	6.6 	e	"pyrroline-5-carboxylate reductase, NAD(P)-binding"	Cytoplasmic		51735; NAD(P)-binding Rossmann-fold domains
JW0378	ECK0382	b0387	yaiI	yaiI		80 	2.2 	38 	16.9 	7.8 	o	conserved protein	Cytoplasmic		
JW0379	ECK0383	b0388	aroL	aroL		91 	1.7 	33 	19.1 	5.5 	e	shikimate kinase II	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0381	ECK0385	b0390	aroM	aroM		109 	1.0 	24 	24.9 	5.4 	o	conserved protein	Cytoplasmic		
JW0382	ECK0386	b0391	yaiE	yaiE		107 	1.2 	12 	10.2 	5.9 	o	conserved protein	Cytoplasmic		
JW0383	ECK0387	b0392	ykiA	ykiA		113 	2.3 	24 	10.6 	10.3 	o	predicted protein	Cytoplasmic		
JW0384	ECK0388	b0393	rdgC	rdgC	yaiD	80 	1.6 	56 	34.0 	6.0 	f	"DNA-binding protein, non-specific"	Cytoplasmic		55895; Ribonuclease Rh-like
JW0385	ECK0389	b0394	mak	mak	yajF	9 	3.0 	98 	32.5 	6.2 	e	manno(fructo)kinase	Cytoplasmic		53067; Actin-like ATPase domain
JW0387	ECK0391	b0397	sbcC	sbcC	rmuA	12 	0.1 	14 	118.6 	5.6 	e	"exonuclease, dsDNA, ATP-dependent"	Cytoplasmic		52540; P-loop containing nucleotide triphosphate hydrolases
JW0390	ECK0394	b0400	phoR	phoR	R1pho -!- nmpB -!- phoR1	13 	1.4 	71 	49.6 	10.2 	r	sensory histidine kinase in two-component regulatory system with PhoB	Membrane Anchored		47384; Homodimeric domain of signal transducing histidine kinase -!- 55785; PYP-like sensor domain -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase
